66680,35
66680,35
66680,35
66680,35
66680,35
66680,35
66680,35
50,08
50,08
50,08
50,08
50,08
50,08
50,08
0,128986534372785
605,15
605,15
605,15
0,788700045934773
0,788700045934773
0,788700045934773
108,333333333333
25,4
0,508
50,08
0,508
50,08
0,333333333333333
50,08
0,333333333333333
50,08
1084,23333333333
66680,35
108,333333333333
6662,5
108,333333333333
6662,5
108,333333333333
1084,23333333333
66680,35
109,233333333333
0,639414634146341
109,233333333333
0,639414634146341
16411,216
0,639414634146341
16411,216
0,639414634146341
1602,56
16
656
16
656
16
1626,35
66680,35
0,0536585365853659
0,504587155963303
0,0536585365853659
0,504587155963303
6,01284403669725
0,639414634146341
0,587155963302752
16
0
136,5
136,5
0,128986534372785
0,128986534372785
0,128986534372785
0,504587155963303
0,504587155963303
0,128986534372785
0,128986534372785
0,128986534372785
605,15
0,128986534372785
605,15
605,15
605,15
605,15
605,15
605,15
0,788700045934773
0,788700045934773
0,788700045934773
0,788700045934773
0,788700045934773
0,788700045934773
25,4
0,788700045934773
25,4
25,4
25,4
25,4
25,4
25,4
108,333333333333
16
108,333333333333
16
108,333333333333
16
66680,35
16
66680,35
16
66680,35
16
656
16
20,5
50,08
20,5
50,08
0,333333333333333
50,08
50,08
50,08
50,08
50,08
50,08
50,08
16276
0,259584664536741
1084,23333333333
66680,35
1084,23333333333
66680,35
50,08
66680,35
50,08
66680,35
66680,35
0,639414634146341
66680,35
0,639414634146341
0,639414634146341
0,639414634146341
0,639414634146341
0,639414634146341
16
16
16
16
0,587155963302752
16
0,504587155963303
0,128986534372785
0,128986534372785
605,15
605,15
0,788700045934773
0,788700045934773
25,4
25,4
66680,35
16
66680,35
0,504587155963303
66680,35
0,504587155963303
66680,35
0,504587155963303
66680,35
0,504587155963303
5596,5
0,128986534372785
108,333333333333
0,128986534372785
108,333333333333
0,128986534372785
50,08
0,128986534372785
50,08
605,15
66680,35
605,15
66680,35
605,15
0,129756097560976
605,15
0,335024390243902
0,788700045934773
0,788700045934773
0,146991272393202
16
0,146991272393202
16
13,97
0,504587155963303
13,97
0,504587155963303
138,684
0,128986534372785
138,684
0,128986534372785
22,1666666666667
605,15
22,1666666666667
605,15
57,2333333333333
0,788700045934773
0,335024390243902
0,788700045934773
0,0975609756097561
25,4
25,4
25,4
0,639414634146341
0,639414634146341
0,639414634146341
0,639414634146341
0,639414634146341
0,639414634146341
109,233333333333
0,639414634146341
16411,216
0,639414634146341
16411,216
0,639414634146341
16276
108,333333333333
16276
108,333333333333
20,5
50,08
20,5
50,08
66680,35
66680,35
66680,35
66680,35
0,639414634146341
0,639414634146341
0,639414634146341
0,639414634146341
0,0624390243902439
16
163,85
0,639414634146341
13,75
0,504587155963303
13,75
0,504587155963303
136,5
0,128986534372785
136,5
0,128986534372785
1,22018348623853
605,15
0,504587155963303
605,15
0,504587155963303
0,788700045934773
0,504587155963303
0,128986534372785
0,788700045934773
138,684
0,128986534372785
138,684
0,128986534372785
136,5
0,128986534372785
33,25
605,15
33,25
605,15
16
605,15
16
605,15
16
0,788700045934773
108,333333333333
0,788700045934773
108,333333333333
0,788700045934773
50,08
0,788700045934773
50,08
25,4
66680,35
25,4
66680,35
25,4
0,639414634146341
25,4
0,639414634146341
108,333333333333
16
108,333333333333
16
108,333333333333
0,504587155963303
16
0,504587155963303
16
0,0151193007323411
16
0,0151193007323411
16
33,25
605,15
33,25
605,15
57,2333333333333
0,788700045934773
8598,736
0,788700045934773
25,4
25,4
50,08
0,504587155963303
50,08
0,504587155963303
50,08
0,504587155963303
66680,35
0,504587155963303
66680,35
0,504587155963303
563,75
0,504587155963303
6662,5
108,333333333333
0,634146341463415
108,333333333333
0,00195121951219512
50,08
0,00195121951219512
50,08
6,34673170731707
66680,35
16
66680,35
16
0,639414634146341
16
0,639414634146341
16
0,504587155963303
16
0,504587155963303
13,75
0,504587155963303
0,504587155963303
0,504587155963303
5,00917431192661
0,128986534372785
0,128986534372785
0,128986534372785
0,128986534372785
0,128986534372785
2484,3
0,128986534372785
605,15
605,15
0,305466237942122
605,15
0,305466237942122
605,15
33,782
605,15
87,2236
0,788700045934773
0,0811244979919679
0,788700045934773
0,0811244979919679
0,788700045934773
0,0811244979919679
0,788700045934773
0,023623907394283
25,4
0,023623907394283
25,4
0,023623907394283
25,4
16,6666666666667
25,4
108,333333333333
108,333333333333
0,333333333333333
50,08
0,333333333333333
50,08
59,6825688073394
66680,35
59,6825688073394
66680,35
0,504587155963303
0,639414634146341
0,504587155963303
0,639414634146341
0,504587155963303
16
0,504587155963303
16
108,333333333333
0,504587155963303
1377,2
0,504587155963303
13671,84
0,128986534372785
13671,84
0,128986534372785
3330,32
605,15
1363,25
605,15
3519,85
0,788700045934773
66680,35
0,788700045934773
25,4
1652,3716
66680,35
605,15
0,639414634146341
605,15
0,639414634146341
605,15
0,639414634146341
605,15
605,15
605,15
108,333333333333
108,333333333333
16
108,333333333333
16
50,08
0,5
50,08
16
66680,35
0,504587155963303
66680,35
0,504587155963303
0,639414634146341
0,504587155963303
0,639414634146341
0,504587155963303
0,128986534372785
0,128986534372785
16
0,128986534372785
16
0,0129931490668557
0,504587155963303
250,25
0,504587155963303
2484,3
0,128986534372785
2484,3
0,128986534372785
605,15
605,15
0,305466237942122
605,15
0,788700045934773
0,788700045934773
0,788700045934773
0,788700045934773
0,229673863114378
25,4
25,4
25,4
87,2236
0,788700045934773
87,2236
0,788700045934773
25,4
0,788700045934773
108,333333333333
0,788700045934773
108,333333333333
1,49288011024345
108,333333333333
1,2540192926045
0,128986534372785
108,333333333333
0,128986534372785
108,333333333333
0,128986534372785
50,08
0,128986534372785
50,08
0,128986534372785
66680,35
0,128986534372785
6662,5
108,333333333333
0,00195121951219512
50,08
0,00195121951219512
50,08
0,5
50,08
0,5
50,08
59,6825688073394
66680,35
59,6825688073394
66680,35
0,128986534372785
66680,35
0,128986534372785
66680,35
605,15
0,639414634146341
605,15
0,639414634146341
0,639414634146341
0,639414634146341
0
0
0,788700045934773
16
0,788700045934773
16
25,4
0,504587155963303
25,4
0,504587155963303
25,4
0,504587155963303
25,4
0,504587155963303
25,4
0,128986534372785
25,4
0,023623907394283
25,4
0,023623907394283
25,4
0,15355539806284
108,333333333333
2957,5
108,333333333333
9,1
50,08
9,1
50,08
605,15
66680,35
14,9412034910427
66680,35
1,50528249885163
0,639414634146341
0,788700045934773
0,788700045934773
0,639414634146341
25,4
16
25,4
16
25,4
0,504587155963303
25,4
0,504587155963303
108,333333333333
0,15355539806284
108,333333333333
0,15355539806284
108,333333333333
605,15
605,15
605,15
605,15
0,305466237942122
605,15
0,305466237942122
605,15
33,782
605,15
33,782
605,15
108,333333333333
108,333333333333
0,333333333333333
50,08
0,333333333333333
50,08
108,333333333333
50,08
108,333333333333
50,08
108,333333333333
66680,35
108,333333333333
66680,35
108,333333333333
20,5
50,08
20,5
50,08
